tweet_created,tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_timezone,user_gender,retweet_count
2014-12-26 19:31:00,Just made a bet that if by the end of 2015 I hav a body like@JenSelter I will get $1000 _Ù÷É_Ù÷#goals #newyearsresolution http://t.co/lIgsbUYpKS,Health & Fitness,Improve my body,Texas ,TX,South,Mountain Time (US & Canada),female,
2014-12-26 19:31:00,#NewYearsResolution do it bigger and better than the last year #LessDrama more  #Camas' #KeepItMenace http://t.co/4HMZrpap5Y,Personal Growth,Improve my attitude,San Francisco Hunters Point,CA,West,Alaska,male,
2014-12-26 19:35:00,I can't wait to just be skinny and love my body. #newyearsresolution #actuallystickingtoit,Health & Fitness,Improve my body,Long Island New York,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-26 19:38:00,RT @jillibean052: #NewYearsResolution learn all the words to Ew by @jimmyfallon and recreate the video w/ @Britters_Smith,Recreation & Leisure,Spend more time on my hobby,"Derby, Kansas ",KS,Midwest,Central Time (US & Canada),female,
2014-12-26 19:59:00,Here's a #NewYearsResolution you can actually keep... Watch more remake movies. #Hollywood #movies,Recreation & Leisure,Spend more time on my hobby,"Sioux Falls, South Dakota",SD,Midwest,Central Time (US & Canada),male,
2014-12-26 20:01:00,Started one #NewYearsResolution early by going to the gym tonight #abouttime #getfit #babysteps #whatsnext,Health & Fitness,Go to the gym more,"Garland, TX",TX,South,Central Time (US & Canada),female,
2014-12-26 20:22:00,Lol. New year's resolutions time!!!! #newyearsresolution #happynewyear #2014 http://t.co/0FiP12roFa,Personal Growth,Acheive My Goals,"Missoula, MT",MT,West,Arizona,male,
2014-12-26 20:37:00,My new motto: Don't make it worse.#aimhigh #sopositive #dontmakeitworse #newyearsresolution,Personal Growth,Be more positive,Northern Kentucky University,KY,South,,female,
2014-12-26 20:39:00,My #NewYearsResolution may be to produce less content. Considering finishing my graduate degree. Any program recommendations #chsocm?,Personal Growth,Be more positive,"Pittsburgh, PA",PA,Northeast,Eastern Time (US & Canada),male,
2014-12-26 21:01:00,How crazy is itallowing others to dictate ur movementIf someone try and bring U downUse them as a stepping stone_Ù_ä #NewYearsResolution _Ù_ä,Personal Growth,Be more positive,"Atlanta Ga,",GA,South,,male,
2014-12-26 21:03:00,My #NewYearsResolution... Get @D_Lask1515 on @Snapchat #DustinSnapchatsIn2015,Personal Growth,Improve my appearance,Iowa City ,IA,Midwest,Central Time (US & Canada),male,
2014-12-26 21:04:00,I just need to stop thinking about the things I want and start worrying about what I need in life. #NewYearsResolution,Personal Growth,Improve my attitude,Arizona,AZ,West,,male,
2014-12-26 21:16:00,#NewYearsResolution I need to use a new emoticon,Humor,Humor about Recreation and Leisure Resolutions,"Oakland, California",CA,West,,male,
2014-12-26 21:18:00,My #NewYearsResolution is to lose weight so I can fit into the three @Mega64 t-shirts I purchased #painandgain #running #fitnessmotivation,Health & Fitness,Lose weight,"Cincinnati, OH",OH,Midwest,Eastern Time (US & Canada),male,
2014-12-26 21:29:00,"Guilt Free New Year's Resolution, Welcoming 2015 this year with a happy memory banking. #NewYearsResolution http://t.co/hylE0wozgv",Personal Growth,Acheive My Goals,Fresno California ,CA,West,Arizona,female,
2014-12-26 21:42:00,#NewYearsResolution more about #me and less about the people who don't deserve me!,Personal Growth,Focus on my self,Jersey Shore,NJ,Northeast,Eastern Time (US & Canada),female,
2014-12-26 21:46:00,turning tasks into habits #productivity simple step that makes a difference #NewYearsResolution,Personal Growth,Focus on My Future,Cupertino ,CA,West,Central Time (US & Canada),female,
2014-12-26 22:17:00,My #NewYearsResolution is to cut the minutes of phone calls w/ @byandmarge in half. #toomuch #nevertoomuch #BffProbs http://t.co/NTcZ0YGZ8s,Time Management/Organization,Learn better time management practices,"Chicago, Ill.",IL,Midwest,Eastern Time (US & Canada),female,
2014-12-26 22:19:00,#NewYearsResolution : I want to become a Squat Goddess _Ù÷__Ù÷_Ù÷,Health & Fitness,Quit smoking,New York,NY,Northeast,,female,
2014-12-26 22:20:00,My #NewYearsResolution is to use Twitter more often. #someoneteachme,Personal Growth,Use more social media,"Madison, WI",WI,Midwest,Central Time (US & Canada),female,
2014-12-26 22:22:00,Put yourself together... with duct tape. #NewYearsResolution,Personal Growth,Watch less TV,Miami/Ft. Lauderdale,FL,South,Eastern Time (US & Canada),female,
2014-12-26 22:23:00,My 2015 #NewYearsResolution is to drive to Temecula and fight each and every one of my followers.,Humor,Humor about Time Management/Organization Resolutions,"Washington, DC",DC,South,Atlantic Time (Canada),male,
2014-12-26 22:25:00,‰ÛÏ@WhiteBeltBJJ: Get ready for the #NewYearsResolution crowd! #BJJ #JiuJitsu #BrazilianJiuJitsu http://t.co/9lrGpYBn5y‰Û this is me,Health & Fitness,Excersize More,Lake Villa ,IL,Midwest,Mountain Time (US & Canada),male,
2014-12-26 22:27:00,#NewYearsResolution I'm trying to get so buff next year I make it seem like my life all about fitness. For the 5th time in two years.,Health & Fitness,Improve my body,"St. Petersburg, FL",FL,South,,male,
2014-12-26 22:30:00,#NewYearsResolution try to reconnect with a couple close friends that have drifted completely apart,Family/Friends/Relationships,Make more time for friends,"Corpus Christi, TX ",TX,South,Central Time (US & Canada),male,
2014-12-26 22:30:00,In 2015 I want to  become more #thotful    #jk  #NewYearsResolution #icanteven,Personal Growth,Other,Los Angeles,CA,West,Arizona,female,
2014-12-26 22:44:00,"Before complaining, step back, look at the situation and realize it's not that bad, because it probably isn't that bad. #NewYearsResolution",Personal Growth,Spend less time on Facebook,North Carolina,NC,South,,male,
2014-12-26 22:57:00,#NewYearsResolution getting an internship at Vodafone,Career,Get a new job,Utah west,UT,West,Harare,male,
2014-12-26 22:58:00,#NewYearsResolution getting independent ...,Personal Growth,Get my life together,Utah west,UT,West,Harare,male,
2014-12-26 23:07:00,I have a bad habit of tweeting everything on my mind when I'm pissed. I need to stop. Lol. #NewYearsResolution,Personal Growth,Watch less TV,"Ewa Beach, HI",HI,West,Hawaii,female,
2014-12-27 02:29:00,"My New Year's Resolution is to do more ""STUFF"" #NewYearsResolution",Personal Growth,Try new things,"1348e 62st  Los Angeles,CA",CA,West,,male,
2014-12-27 03:19:00,I hope to be alot better person to my friends next year #NewYearsResolution,Personal Growth,Respect Others,Oklahoma ,OK,South,Central Time (US & Canada),male,
2014-12-27 03:48:00,2nd day after #Christmas: Annual stepping on the scale and horrified vow to never eat again. #NewYearsResolution,Health & Fitness,Improve my body,New York,NY,Northeast,,female,
2014-12-27 04:03:00,RT @marilynjspeaks: #LastSaturday 2014! My chance to reset expectations of myself &amp; start 2015 with refreshed ambivalence &amp; more ambition. ‰Û_,Personal Growth,Improve my attitude,"ÌÏT: 29.937594,-95.257142",TX,South,Pacific Time (US & Canada),female,
2014-12-27 04:10:00,#NewYearsResolution No more 6am flights,Recreation & Leisure,Take a trip,"Altoona, PA ",PA,Northeast,Mountain Time (US & Canada),male,
2014-12-27 04:12:00,#NewYearsResolution # 2 Stop running away from my problems #TheyreComingToGetYouBarbara #NightofTheLivingDead http://t.co/7ZkJx6PGXv,Personal Growth,Face Fears,"New York, NY",NY,Northeast,Arizona,male,
2014-12-27 04:41:00,#NewYearsResolution: Make time to connect with #friends OFFLINE - not just on social networking sites. @MangoSalute http://t.co/kuyZ2FUlST,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,New York City,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-27 04:57:00,"#NewYearsResolution x for me: simplify life, hit weight loss goal, no more debt, more quality  family time, more dates w hubby @mrjerryxxx",Personal Growth,Be more friendly,Kansas,KS,Midwest,Central Time (US & Canada),female,
2014-12-27 05:27:00,"But I do have a plan this coming up year, and I'm not going to let anyone get in my way to my hopes &amp; dreams. #NewYearsResolution",Personal Growth,Acheive My Goals,North Carolina ,NC,South,Eastern Time (US & Canada),female,
2014-12-27 05:29:00,No more left-handed Facebooking in 2015. #NewYearsResolution,Personal Growth,Be more friendly,"Minneapolis, MN",MN,Midwest,Central Time (US & Canada),male,
2014-12-27 05:48:00,My New Years resolution is to not drop my phone on my head when I'm using it in bed. #NewYearsResolution #2015,Humor,Humor about not Resolutions in general,"New York City, Boston",NY,Northeast,Eastern Time (US & Canada),male,
2014-12-27 05:52:00,I need to start working out again... #NewYearsResolution,Health & Fitness,Excersize More,Wisconsin 608.,WI,Midwest,,female,
2014-12-27 05:53:00,So time to change all our passwords and check our credit statement... can we make a collective #NewYearsResolution to not be jerks in 2015?,Personal Growth,Improve my attitude,Milwaukee/Chicago,WI,Midwest,,female,
2014-12-27 06:08:00,"If it doesn't matter, let it go! #NewYearsResolution #BeHappy #Change",Personal Growth,Learn to let things go,"West Hartford, CT",CT,Northeast,Eastern Time (US & Canada),male,
2014-12-27 06:45:00,Almost time for the #NewYearsResolution. First on my list is to travel more.,Recreation & Leisure,Take more vacation,"Lowell, Ma$$aå¢husetts",MA,Northeast,Eastern Time (US & Canada),male,
2014-12-27 06:48:00,#NewYearsResolution I think I can keep my new one... to stop making New Years Resolutions! \m/ :P,Humor,Humor about not Resolutions in general,"Somerset, Ky",KY,South,Eastern Time (US & Canada),male,
2014-12-27 06:53:00,"I don't have a #NewYearsResolution. Ima do what I did in 2014, and that's sit in the passenger seat‰Û_ http://t.co/HBORZ91sPR",Personal Growth,Other,Ft Lauderdale Fl,FL,South,Eastern Time (US & Canada),male,
2014-12-27 07:28:00,"My #NewYearsResolution is to bring back the word ""davenport"".",Humor,Humor about not Resolutions in general,Minnesota,MN,Midwest,Central Time (US & Canada),female,
2014-12-27 07:50:00,Making positive changes is tough. It's hard to change for the better. #NewYearsResolution,Personal Growth,Be more positive,NC,NC,South,Eastern Time (US & Canada),female,
2014-12-27 07:51:00,how the heck do i get more followers? #NewYearsResolution,Personal Growth,Other,"Phoenix, AZ",AZ,West,,male,
2014-12-27 07:56:00,#NewYearsResolution Do more volunteer and community service work.,Philanthropic,Find a charity to support,"TXåáCAåáFLåá Memphis,TN",TN,South,Central Time (US & Canada),male,
2014-12-27 07:57:00,#NewYearsResolution Continue to stay out of trouble and avoid drama! _ÙÕø,Personal Growth,Be more positive,"TXåáCAåáFLåá Memphis,TN",TN,South,Eastern Time (US & Canada),male,
2014-12-27 08:00:00,Get more sleep _Ù÷« #NewYearsResolution,Health & Fitness,Get more sleep,"TXåáCAåáFLåá Memphis,TN",TN,South,Central Time (US & Canada),male,
2014-12-27 08:03:00,My #NewYearsResolution is to utterly fail at getting back into shape.,Health & Fitness,Lose weight,Kentucky,KY,South,Eastern Time (US & Canada),male,
2014-12-27 08:05:00,Continue to keep a clean record _ÙÒâ#NewYearsResolution,Personal Growth,Focus on my self,"TXåáCAåáFLåá Memphis,TN",TX,South,Central Time (US & Canada),male,
2014-12-27 08:10:00,One last trip to the mall before I quit for 2015. http://t.co/IIEsG0cekT #NewYearsResolution #2015,Finance,Save money,"28.466229800, -81.290659100",FL,South,America/New_York,female,
2014-12-27 08:12:00,First run in almost 5 months. Felt good. #running #healthy #NewYearsResolution #gethealthy #again _Ù÷©_Ù÷¤_ÙªÎ_ÙÔÙ_Ù__Ù___ÙÄ,Health & Fitness,Excersize More,New York ,NY,Northeast,Quito,female,
2014-12-27 08:12:00,#NewYearsResolution Check my bank account more _Ù÷Ò,Finance,Manage debt,"Valdosta,Ga",GA,South,,male,
2014-12-27 08:19:00,"""One resolution I have made, and try always to keep, is this: To rise above the little things."" - John Burroughs #NewYearsResolution",Personal Growth,Focus on my self,"Queens, New York",NY,Northeast,,male,
2014-12-27 08:19:00,#NewYearsResolution: be as awesome a person as my dog already thinks I am.,Personal Growth,Improve my attitude,MD,MD,South,Atlantic Time (Canada),male,
2014-12-27 08:28:00,My weight gain goal! #NewYearsResolution http://t.co/2g6EURukAe,Health & Fitness,Lose weight,"St Paul, MN",MN,Midwest,Central Time (US & Canada),female,
2014-12-27 08:30:00,Gonna try natural homemade masks each day this holiday #NewYearsResolution,Health & Fitness,Improve my body,Virginia ,VA,South,,female,
2014-12-27 08:40:00,7 Easy Ways to Start Paleo in the New Year: http://t.co/IseL8oz4RQ #newyearsresolution #paleodiet #newyearsdiet,Health & Fitness,Eat healthier,"Erie, Pa ",PA,Northeast,Atlantic Time (Canada),male,
2014-12-27 08:41:00,"Pretty excited will be starting #insanitymax30 tomorrow, get this #winterweight off!! #NewYearsResolution #beachbody",Health & Fitness,Go to the gym more,"Arkansas, U.S.",AR,South,Central Time (US & Canada),female,
2014-12-27 08:44:00,#NewYearsResolution 2015 #1: Set a limit to my #shopping expenses and do a better job at keeping track of it #personalfinance #budget,Finance,Save money,NY,NY,Northeast,,female,
2014-12-27 08:46:00,One of my New Years resolutions is to go to the BMV less #NewYearsResolution #IComeHereTooMuch,Recreation & Leisure,Other,"Copley, Oh",OH,Midwest,Eastern Time (US & Canada),female,
2014-12-27 09:01:00,#NewYearsResolution No Repeats,Personal Growth,Focus on my self,BelPreRoad (MARYLAND),MD,South,Eastern Time (US & Canada),male,
2014-12-27 09:03:00,"Use emo lyrics as status updates; worry distant relatives about my mental health, worry friends about my taste in music #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,"Manteca, California",CA,West,Pacific Time (US & Canada),female,
2014-12-27 09:06:00,#NewYearsResolution to see .@Hozier in concert even if I have to drive 5 hours. #comeon2015,Recreation & Leisure,See a Concert/Show,West Palm Beach ,FL,South,,female,
2014-12-27 09:12:00,I will start letting my love overpower my fear. #NewYearsResolution #happyheart,Personal Growth,Face Fears,Virginia Beach,VA,South,Eastern Time (US & Canada),female,
2014-12-27 09:17:00,In 2015 I want to discover my personal style and overhaul my wardrobe. #NewYearsResolution _ÙÔÊ_ÙÔÑ_Ù_Û,Personal Growth,Update my wardrobe,Ohio State '16 ‰ÏÎ,OH,Midwest,Central Time (US & Canada),female,
2014-12-27 09:20:00,"Food game on point, about to get fit #NewYearsResolution #FarmersMarket http://t.co/VrAvfx0uyM",Health & Fitness,Lose weight,Florida,FL,South,Central Time (US & Canada),male,
2014-12-27 09:22:00,#NewYearsResolution courtesy of @jamiecullum: to not miss the magic I see every day in my #ordinarylife. #photograph http://t.co/TCfMU9ujtz,Personal Growth,Be more positive,"Renton, WA",WA,West,Pacific Time (US & Canada),male,
2014-12-27 09:24:00,2015 is almost here. My #NewYearsResolution is getting my four written #picturebooks published! Researching #publishers #literaryagents,Career,Work for myself,"Janesville, Wisconsin",WI,Midwest,Central Time (US & Canada),female,
2014-12-27 09:24:00,#NewYearsResolution I will not jump out of an airplane.,Humor,Humor about Time Management/Organization Resolutions,West Lafayette IN,IN,Midwest,Eastern Time (US & Canada),male,
2014-12-27 09:30:00,My #NewYearsResolution ?  A reading challenge that has old and new! #R2DChallenge http://t.co/f9ABPTAZIg http://t.co/8LK4oBTx5r,Recreation & Leisure,Other,"Denver, CO",CO,West,Central Time (US & Canada),female,
2014-12-27 09:32:00,I will stop trying to fit the whole titie in ny mouth #NewYearsResolution,Humor,Humor about not Resolutions in general,"Ludowici, Georgia",GA,South,,male,
2014-12-27 09:39:00,My New Years resolution is to stop making promises to myself that I can't keep... Wait. #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,"Austin, Texas",TX,South,,male,
2014-12-27 09:41:00,A new twitter account for a new year. I may actually engage social media in 2015. I am so cutting edge! #socialmedia #NewYearsResolution,Personal Growth,Use more social media,"Denver, CO",CO,West,,female,
2014-12-27 09:50:00,"I needa ""gay"" bestfriend in my life‰_•ü_ÙªÎ #AllIAskFor #NewYearsResolution #2015",Family/Friends/Relationships,Find a Girlfriend,NYC.,NY,Northeast,Atlantic Time (Canada),female,
2014-12-27 09:59:00,I hope to go to more @Mets games this year to cheer on my favorite team and watch them do well. #NewYearsResolution #LGM,Recreation & Leisure,Buy a motorcycle,New York,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-27 10:07:00,#NewYearsResolution work on handling stress,Personal Growth,Be more positive,Los Angeles,CA,West,Arizona,male,
2014-12-27 10:14:00,RT @MetsFanatic86: I hope to go to more @Mets games this year to cheer on my favorite team and watch them do well. #NewYearsResolution #LGM,Recreation & Leisure,Take more vacation,Nassau Coliseum ,NY,Northeast,,male,
2014-12-27 10:21:00,Just need to learn to not get my hopes up. #NewYearsResolution,Personal Growth,Appreciate what I have,Elko,NV,West,Pacific Time (US & Canada),male,
2014-12-27 10:23:00,#NewYearsResolution  get a girl for next year,Family/Friends/Relationships,Find a Girlfriend,West side of LA ,CA,West,Pacific Time (US & Canada),male,
2014-12-27 10:37:00,I should probably tweet at somebody famous.  #twitter #NewYearsResolution,Recreation & Leisure,Other,"St. Paul, Minnesota",MN,Midwest,Beijing,male,
2014-12-27 10:42:00,I'm on it! #NewYearsResolution  #NewYear #NewYears2015  #promisespromises http://t.co/bx8HgZRcob,Personal Growth,Improve my attitude,WA,WA,West,,female,
2014-12-27 10:42:00,#NewYearsResolution - Water intake to exceed coffee intake.,Health & Fitness,Quit smoking,"SLC, UT",UT,West,Central Time (US & Canada),male,
2014-12-27 10:54:00,Stay Sugar Free on New Years Eve! https://t.co/H44xzBgdFH #NewYearsEve #NewYear #NewYearsResolution #sugarfree #dietinjanuary #NewYear2015,Health & Fitness,Eat Less Sugar,"Portland, OR",OR,West,Pacific Time (US & Canada),female,
2014-12-27 10:55:00,My #NewYearsResolution is to rewatch all 10 seasons of #StargateSG1 by Christmas 2015.I may have started early.,Humor,Humor about Personal Growth and Interests Resolutions,"Bothell, WA",WA,West,,female,
2014-12-27 10:56:00,NewYears resolution for me??  continue Balling on This Kats don't ever stop. #NewYearsResolution,Recreation & Leisure,Other,athens Ga,GA,South,Eastern Time (US & Canada),male,
2014-12-27 10:57:00,Becoming closer to Christ is the only #NewYearsResolution for this girl!!,Personal Growth,Focus on Religion and Faith,"Ardmore, Alabama",AL,South,,female,
2014-12-27 11:09:00,Treadmill + Bluray/Netflix + workout mat + exercise ball + TRX = Ready for 2015! #NewYearsResolution,Health & Fitness,Try a new 'fad' workout,San Francisco,CA,West,Alaska,female,
2014-12-27 11:11:00,RT @Miss_Shortitude: Why yes I am going to be one of those people who starts going back to the gym for my New Years resolution _Ù÷ I NEED IT!‰Û_,Health & Fitness,Quit smoking,Wv ,WV,South,,female,
2014-12-27 11:12:00,Ive been through a lot this year and im deciding to leave it all in THIS YEAR. Ill grow from it by not dwelling on it ‰Ï¬_ÙÕ_ #NewYearsResolution,Personal Growth,Appreciate what I have,hawaii,HI,West,,female,
2014-12-27 11:19:00,Senator McCarthy's #NewYearsResolution is to get back into his high school wrestling leotard.,Health & Fitness,Improve my body,"Wisconsin, USA",WI,Midwest,,male,
2014-12-27 11:21:00,"I wanna still be getting that #laceup tattoo,going 2 @VansWarpedTour,enjoying @5sosinConcord &amp; hanging out w/ my bffs #NewYearsResolution",Recreation & Leisure,Spend more time on my hobby,"Oakland,CA",CA,West,Alaska,female,
2014-12-27 11:21:00,Curving people I know at the mall like Y=X^2 #math #curves #school #NewYearsResolution,Humor,Humor about not Keeping Resolutions,AZ ,AZ,West,,male,
2014-12-27 11:31:00,"New Years Resolution No. 01: Clean your office! Seriously, it's grotesque in there. #NewYearsResolution #2015 #writing #amwriting #goals",Personal Growth,Acheive My Goals,"Virginia Beach, Virginia",VA,South,Eastern Time (US & Canada),female,
2014-12-27 11:32:00,Gained 5 lbs over the holidays. Time to get back to working out! #NewYearsResolution,Health & Fitness,Excersize More,San Francisco Bay Area,CA,West,Pacific Time (US & Canada),male,
2014-12-27 11:41:00,He's right sadly. I do needa step up my game #NewYearsResolution ...?,Personal Growth,Be more positive,DC,DC,South,Pacific Time (US & Canada),female,
2014-12-27 11:46:00,#NewYearsResolution 2015: Learn how to swallow a sword and eat bacon every single day.,Education/Training,Learn a new skill,"Portland, Maine",ME,Northeast,Eastern Time (US & Canada),female,
2014-12-27 11:50:00,#NewYearsResolution Become a better me.,Personal Growth,Be more positive,203 (Connecticut),CT,Northeast,Central Time (US & Canada),male,
2014-12-27 11:51:00,"Only a week from the New Year, time to start our New Year's Resolutions! My #NewYearsResolution No. 1:  No gambling with Kenny Rogers",Personal Growth,Be more positive,"Orange County, CA",CA,West,Pacific Time (US & Canada),female,
2014-12-27 11:51:00,I'm looking for stuff to add to my reading list.  What are some books that have changed your life? #happynewyear #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,"Austin, Texas, USA",TX,South,Central Time (US & Canada),male,
2014-12-27 11:52:00,Officially time to start writing #NewYearsResolution in pen!,Personal Growth,Other,Santa Monica,CA,West,Pacific Time (US & Canada),male,
2014-12-27 12:01:00,One of my goals for #2015 is not to shave my head again. #KenyaQuotes #NewYearsResolution #BigChopPart25,Personal Growth,Be more positive,"Nashville, TN",TN,South,Eastern Time (US & Canada),female,
2014-12-27 12:08:00,Doing a little home decor shopping today. 2015 is coming &amp; I'm ready for some change! #homedesign #NewYearsResolution is to be more fab!,Time Management/Organization,Re-organize,Southern California,CA,West,Central Time (US & Canada),female,
2014-12-27 12:25:00,#newyearsresolution better #recipes from my favorite  chef marcuscooks  can't  wait to go to the‰Û_ http://t.co/rTGJxCI86G,Recreation & Leisure,Cook more,Miami,FL,South,Atlantic Time (Canada),male,
2014-12-27 12:27:00,#NewYearsResolution out with fakes and the phonies time to start interacting with people that are about something.,Family/Friends/Relationships,Make new friends,"Hot Ass, Arizona",AZ,West,America/Phoenix,female,
2014-12-27 12:32:00,#NewYearsResolution Watch more sunsets and remind myself of how beautiful life can be http://t.co/etrMYZ6mRD,Recreation & Leisure,Spend more time outside,"Charlotte, NC",NC,South,,female,
2014-12-27 13:05:00,"RT @owitY: My #NewYearsResolution is to go to the Gym ... ""Goes to the gym for the first week of 2015 then gives up"" http://t.co/UERl1GxrR3",Health & Fitness,Drink Less Caffine,Texas|Arkansas,TX,South,Eastern Time (US & Canada),male,
2014-12-27 13:17:00,#newyearsresolution Eat less meat. Only the good stuff. More offal. Had same goal last year. Failed. But now I have @BelcampoMeat in #dtla,Health & Fitness,Eat healthier,Downtown Los Angeles,CA,West,Pacific Time (US & Canada),male,
2014-12-27 13:19:00,Decided part one of my #NewYearsResolution. Gonna find some place in St Cloud that I can volunteer for a few hours each month to give back.,Philanthropic,Donate more to charity,"St Cloud, MN",MN,Midwest,,male,
2014-12-27 13:20:00,All my friends have the same #NewYearsResolution ; not seeing me ever again!,Family/Friends/Relationships,Make new friends,"Phoenix, Arizona",AZ,West,Pacific Time (US & Canada),male,
2014-12-27 13:36:00,Get busy living or get busy dying. Hmmm. In 2015 I think I'll pick the former. Thnx #shawshankRedemption #NewYearsResolution,Personal Growth,Use less social media,Los Angeles,CA,West,Pacific Time (US & Canada),female,
2014-12-27 13:43:00,‰ÛÏ@Snibla64: My #NewYearsResolution is not to make any New Years Resolutions‰Û I think you broke the resolution with your resolution,Humor,Humor about Time Management/Organization Resolutions,New York City,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-27 13:47:00,"#NewYearsResolution Gonna become more grounded in historical facts, so when Marty McFly arrives this year from 1985 I know what to ask him",Humor,Humor about Personal Growth and Interests Resolutions,New York City,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-27 13:51:00,Carrying over my resolution from last 2 years: Internet-free Sundays. Good for the brain to unplug on a regular basis. #NewYearsResolution,Personal Growth,Use less social media,NYC,NY,Northeast,,male,
2014-12-27 14:07:00,"If you're unhappy and you know it, clap your hands...then make a #NewYearsResolution to change things in 2015.",Personal Growth,Improve my attitude,"Carmel, Indiana",IN,Midwest,,female,
2014-12-27 14:07:00,My #NewYearsResolution is to outlive my #christmastree .,Humor,Humor about Health and Fitness Resolutions,"Utica, NY - my sitting room",NY,Northeast,Quito,female,
2014-12-27 14:08:00,new year new me #NewYearsResolution,Personal Growth,Focus on my self,Coledge Stashun,TX,South,Eastern Time (US & Canada),male,
2014-12-27 14:08:00,"New year, new cut, new me. - Justin V. Gill #NewYearsResolution",Personal Growth,Focus on My Future,"Atlanta, Ga ",GA,South,Atlantic Time (Canada),male,
2014-12-27 14:09:00,@Crowned1D My #NewYearsResolution is to have an adventure!,Recreation & Leisure,Take a trip,Tennessee,TN,South,Central Time (US & Canada),female,
2014-12-27 14:18:00,Having to move reminds me of my materialism and how many things I really don't need. #purge #NewYearsResolution #goodwill,Philanthropic,Donate more to charity,"Honolulu, HI",HI,West,Hawaii,male,
2014-12-27 14:22:00,I'm going to stop being honest and start telling people whatever they want to hear. So much easier. #NewYearsResolution,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,Virginia Beach,VA,South,,female,
2014-12-27 14:22:00,gadget desire temporarily assuaged by #KindleVoyage purchase; more #reading in 2015 #NewYearsResolution,Recreation & Leisure,Cook more,Virginia USA,VA,South,Eastern Time (US & Canada),male,
2014-12-27 14:27:00,"RT @Charisse_Gibson: 2015 new me, diet starts, start to get fit and to live my life.. Jokes. Ain't nobody have time for that. #NewYearsRes‰Û_",Humor,Humor about Health and Fitness Resolutions,Durham,NC,South,Amsterdam,female,
2014-12-27 14:28:00,‰ÛÏ@ASAPferg: What's your #NewYearsResolution ?‰Û Get everything back to the norm,Personal Growth,Be more positive,New Jersey,NJ,Northeast,Pacific Time (US & Canada),male,
2014-12-27 14:28:00,@ASAPferg #NewYearsResolution To meet you! ‰Ï_,Personal Growth,Improve my attitude,"Willows, Ca",CA,West,,male,
2014-12-27 14:28:00,‰ÛÏ@ASAPferg: What's your #NewYearsResolution ?‰Û TO BECOME TRAPLORD TAY _ÙªÎ_ÙªÎ #Fergforever,Humor,Humor about Personal Growth and Interests Resolutions,New York ,NY,Northeast,Quito,female,
2014-12-27 14:29:00,To continue to better myself RT @ASAPferg: What's your #NewYearsResolution ?,Personal Growth,Use more social media,Texas Twitter Soon,TX,South,Eastern Time (US & Canada),male,
2014-12-27 14:29:00,"#NewYearsResolution: Don't set hefty goals, go to as many @astros games as possible &amp; watch more movies.",Recreation & Leisure,Spend more time on my hobby,The Lone Star State,TX,South,Central Time (US & Canada),female,
2014-12-27 14:35:00,‰ÛÏ@ASAPferg: What's your #NewYearsResolution ?‰Û to be happy,Personal Growth,Be more positive,"dallas, tx ",TX,South,Central Time (US & Canada),male,
2014-12-27 14:36:00,#NewYearsResolution Graduate from @SNHU in April! http://t.co/uzrjEobzOP,Education/Training,Get my degree,"Charlotte, NC",NC,South,,female,
2014-12-27 14:38:00,Back for more punishment. #sarasotalifestyle #gettingfit #newyearsresolution @ LA Fitness Sarasota‰Û_ http://t.co/cOjJX6gByW,Recreation & Leisure,Take more vacation,Sarasota Florida,FL,South,Eastern Time (US & Canada),male,
2014-12-27 14:43:00,RT @savannahshipman: Any relationships/friendships of mine that have come to an end in 2014 will NOT began again in 2015. #NewYearsResoluti‰Û_,Family/Friends/Relationships,Make new friends,UNCP,NC,South,Central Time (US & Canada),female,
2014-12-27 14:47:00,I still love #DietPepsi too much....MUST  break this addiction! #NewYearsResolution,Health & Fitness,Stop/Quit Drinking,Virginia,VA,South,Eastern Time (US & Canada),female,
2014-12-27 14:53:00,.@HazelL0ver and my #NewYearsResolution is to become sluts,Humor,Humor about Family/Friends/Relationships Resolutions,WVU,WV,South,Eastern Time (US & Canada),female,
2014-12-27 14:54:00,I gotta go to the gym! But I shall wait till Jan 1st like everyone else! Lmfao #NewYearsResolution,Health & Fitness,Go to the gym more,"Miami, Florida",FL,South,Eastern Time (US & Canada),female,
2014-12-27 15:01:00,I‰Ûªm making my #NewYearsResolution now: I‰Ûªm not making any resolutions.,Humor,Humor about not Resolutions in general,Southern CA,CA,West,Pacific Time (US & Canada),male,
2014-12-27 15:16:00,.@Hanar_Marouf learn a new language #NewYearsResolution :),Education/Training,Learn a new language,San Francisco,CA,West,Pacific Time (US & Canada),male,
2014-12-27 15:17:00,#NewYearsResolution : get rid of my #muffintop #eww,Health & Fitness,Lose weight,"Omaha, NE",NE,Midwest,,male,
